20733 CONN 17 6 up
20821 CONN 16 26 up
20826 CONN 13 36 up
20868 CONN 17 32 up
20943 CONN 31 37 up
20943 CONN 31 4 up
20944 CONN 13 23 up
20946 CONN 8 23 up
21055 CONN 31 28 up
21055 CONN 31 40 up
21055 CONN 31 34 up
21071 CONN 8 13 up
21079 CONN 26 16 up
21110 CONN 37 24 up
21120 CONN 6 28 up
